sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
1313,Eastern,Tamil Nadu,Ooty,Huff-Gomez Museum,Museum,1629,4.3,4.3,100,No,Thursday,Religious,No,0.62,Afternoon
1314,Southern,Uttar Pradesh,Agra,Mcdonald-Brown Lake,Lake,1728,2.8,4.8,50,Yes,Sunday,Historical,No,0.9,Evening
1315,Western,Karnataka,Bengaluru,Fletcher Group Beach,Beach,1602,5.5,4.3,20,No,None,Historical,Yes,1.48,Morning
1316,Western,Assam,Kaziranga,White-Hurst Fort,Fort,1870,1.1,3.7,100,No,Sunday,Religious,Yes,2.67,Afternoon
1317,Central,Goa,Panaji,"Lewis, Vargas and Wheeler Lake",Lake,1445,1.4,4.0,50,No,Friday,Natural,No,3.89,Morning
1318,Southern,Tamil Nadu,Ooty,"Thomas, Richardson and Gonzalez Wildlife Sanctuary",Wildlife Sanctuary,1896,1.0,4.8,0,No,Sunday,Natural,No,1.83,Evening
1319,Central,West Bengal,Kolkata,Ferrell LLC Fort,Fort,1227,4.9,4.9,10,Yes,Friday,Cultural,No,0.28,Morning
1320,Northern,Goa,Margao,Pearson-Yang Lake,Lake,1960,2.0,4.2,100,Yes,Tuesday,Scientific,No,2.29,Afternoon
1321,Central,West Bengal,Darjeeling,Wilkerson-Knight Hill Station,Hill Station,1545,5.5,4.2,100,Yes,Thursday,Cultural,Yes,0.69,Evening
1322,Northern,Kerala,Munnar,Young and Sons Wildlife Sanctuary,Wildlife Sanctuary,1593,3.7,4.1,100,No,None,Natural,No,0.43,Afternoon
1323,Central,Tamil Nadu,Ooty,Taylor and Sons Temple,Temple,1756,4.3,4.5,20,No,Thursday,Cultural,Yes,2.25,Morning
1324,Northern,Assam,Tezpur,"Haas, Johnson and Jackson Lake",Lake,1839,5.0,4.7,50,No,Friday,Cultural,Yes,3.29,Morning
